"Gene.name","Length"
"Gm22577",108
"Gm24092",120
"Gm25397",91
"Gm27500",335
"Mir126b",57
"Mir592",95
"Gm22339",61
"Gm25502",130
"Gm26185",265
"Gm25149",81
"n-R5s143",118
"Gm24876",91
"Gm23128",132
"Gm27514",109
"Gm25080",106
"Gm22635",125
"Gm22270",131
"Gm26343",130
"Mir1193",120
"Gm23637",93
"Mir6337",104
"Gm24084",136
"Mir5121",73
"Mir146",64
"Acaa2",27010
"Gm25137",109
"Gm22566",84
"Gm22141",276
"Gm24714",100
"Kif11",45456
"Gm44316",96
"Gm22891",163
"Gm23464",146
"Gm24650",102
"Gm25781",83
"Gm25730",164
"Gm22164",105
"n-R5s119",118
"Gm25447",127
"Vmn2r122",8399
"Gm24312",118
"Mir150",64
"Gm23307",104
"Gm25594",81
"Gm27443",97
"Gm23631",122
"Phf1",4763
"Gm22010",86
"Gm27454",203
"Pnliprp2",17810
"Gm22263",103
"Gm23250",266
"Mir3097",66
"Mir194-2",85
"Gm24541",95
"Gm22464",63
"Mir1968",67
"Gm24773",98
"Gm23419",83
"Gm25598",106
"Gm25885",108
"Gm25524",106
"Gm44324",134
"Mir6396",110
"Snord17",237
"Gm24707",106
"Gm24473",130
"Pyroxd2",26917
"Gm25874",78
"Gm23940",104
"Snord55",78
"Gm23604",136
"Gm25266",303
"Gm44467",89
"Gm27321",204
"Mir344d-1",68
"Gm24799",78
"Mir182",74
"Gm23979",127
"Gm24930",82
"Fbn2",201303
"Mir6955",73
"Gm24310",78
"Mir19b-1",86
"Gm23780",274
"Gm25801",105
"Gm22663",101
"Gm26262",126
"Gm44489",96
"Gm27616",62
"AC140325.4",2796
"Mir876",80
"Gm25583",106
"Gm24068",131
"Gm21797",542
"Snord71",84
"Gm44496",84
"Mir486",127
"Gm25540",120
"AC133103.5",1939
"Gm24863",106
"Gm24567",120
"Gm24736",129
"Gm25056",61
"Gm26436",131
"Gm24514",284
"Gm24111",96
"CR974586.2",1709
"Gm44486",137
"Gm22969",106
"Gm22681",105
"Mir484",66
"Gm25374",100
"Gm23792",92
"Acy3",3346
"Gm24538",106
"Cdo1",15137
"Gm23119",139
"Mir3969",91
"Gm26082",126
"Gm24081",124
"Gm23883",289
"Gm23048",128
"Gm10134",380
"Gm23230",132
"Adrb1",2490
"Gm25556",143
"Gm22718",314
"Gm24934",110
"Gm23426",317
"Gm27957",126
"Gm26211",128
"Gm10647",2035
"Gm23497",129
"Mir1907",89
"Gm24844",126
"Mir218-1",109
"Gm25560",175
"Gm44488",118
"Gm24148",79
"Gm22509",106
"Slc18a2",35134
"Gm25456",108
"Gm24550",278
"Gm24208",134
"n-R5s10",118
"Gm22882",123
"Gm17555",1112
"Mir7116",69
"Mir344h-1",59
"Gm25265",346
"Mir470",74
"Mir339",95
"Snord14a",86
"Mir5098",81
"Gm17728",398
"Mirlet7a-2",95
"Gm24766",120
"Snora52",136
"Gm26331",106
"Gm26123",134
"Gm24317",106
"Gm23186",106
"Gm22031",125
"CAAA01064564.1",98
"Gm23741",170
"Gm9938",1755
"Gm24885",269
"Me2",45352
"Mir7007",69
"Gm26386",100
"CR974586.3",1512
"Gm22541",126
"Gm22996",78
"Gm26301",94
"Gm24626",160
"Gm23804",163
"Gm22661",131
"Gm9925",482
"Gm24961",183
"Gm24970",81
"Gm24387",89
"Gm24356",105
"Gm22806",135
"Mir219a-1",109
"Gm24251",113
"Gm25016",130
"Gm26490",139
"Gm23733",105
"Gm22016",113
"Gm6096",455
"Gm23097",104
"Ttr",9074
"Gm22369",103
"Gm26256",185
"Gm24423",105
"Rps6ka4",11516
"AC124606.1",3087
"Mir6981",114
"Gm23745",124
"Pcna-ps2",1256
"Gm26424",103
"Gm10604",1705
"Gm23667",119
"Gm25650",161
"Scarna13",274
"Gm24323",76
"Gm22382",129
"Gm16437",506
"Gm22345",106
"Mir465",73
"Gm24744",120
"Gm6685",763
"Gm26429",109
"Gm24965",105
"Gm23243",109
"Gm24376",126
"Gm25838",119
"Mir2136",74
"Gm22995",106
"Gm23018",108
"Gm10600",2046
"Gm24729",136
"Tmem139",2585
"Gm23438",90
"Gm23893",133
"Nthl1",6156
"Gm25579",105
"Gm25427",102
"Gm27325",73
"Gm28003",67
"Gm27866",170
"Gm24833",119
"Gm23224",270
"Gm26435",106
"Mir7008",62
"Gm25809",51
"Mir99a",64
"Gm10203",540
"n-R5s157",120
"Gm25769",126
"Gm25409",130
"Mir3081",83
"Gm17267",498
"Mir363",74
"Gm24630",105
"Dnah8",250910
"Gm27804",118
"Mir8095",128
"Gm23656",111
"Gm22929",106
"Gm9877",2627
"Sos1",86701
"Mir542",84
"Gm25276",123
"Gm23081",296
"Gm11020",220
"Rnf138",26882
"Gm26131",109
"Gm22965",100
"Gm23282",100
"Gm24363",310
"Gm26187",100
"Gm22107",99
"AC168977.2",2965
"Mir7234",51
"Gm22287",106
"Gm23601",130
"Mir153",68
"Gm22286",106
"Gm26224",79
"Gm25177",116
"Gm25144",109
"Gm25716",103
"Gm24182",106
"Gm23589",104
"Gm22621",73
"Mir7004",63
"n-R5s154",107
"Mir7235",55
"Gm25512",106
"Mir221",94
"Gm23033",133
"Gm26090",127
"Gm25466",131
"Mir3472",70
"Gm23841",113
"Gm23975",105
"Gm24805",103
"Gm22210",143
"Mir671",97
"Gm23788",105
"Gm22014",289
"Rnu7",61
"Dnajc4",4592
"Gm23614",106
"Gm27420",78
"Gm25275",128
"Gm26359",100
"Gm24253",75
"Gm26209",109
"Gm24222",92
"Gm23577",109
"Mir7220",59
"Snora41",131
"Gm27317",94
"Mir708",108
"Mir878",77
"Gm25424",57
"Gm24439",116
"Gm24201",124
"Gm44491",95
"Gm25967",146
"Mir6896",72
"Gm22642",251
"Gm25155",93
"Gm22109",118
"Gm23223",126
"Mir6988",58
"Mir322",94
"Rpl27-ps3",474
"Wdr36",29195
"Gm7942",4220
"Gm22423",183
"Gm25014",102
"Gm47313",137
"Gm26213",109
"Gm26046",165
"Gm26365",93
"Gm25306",116
"Gm22027",126
"Mir6352",115
"Gm23660",78
"Gm24902",122
"Gm23407",90
"Gm23220",136
"Gm25392",296
"Gm21921",1082
"Gm22565",68
"Gm10493",612
"Gm23171",263
"Gm47300",120
"Gm25490",129
"Gm24339",75
"Gm10931",551
"Gm22417",93
"Gm25878",92
"Gm23237",91
"Gm23942",106
"Gm26126",163
"Gm24669",96
"Gm26460",125
"Gm23539",223
"Gm22051",126
"Gm10643",1576
"Gm23907",188
"Gm25375",134
"Cpsf7",22491
"Gm23405",159
"Gm24681",106
"Mir3075",84
"Ccl21b",665
"Gm25754",120
"Gm25990",85
"Ccl27a",1774
"Gm26415",291
"Gm26558",860
"Gm22889",57
"Mir1954",85
"Gm23933",78
"Gm26369",99
"Gm25110",120
"Gm23460",108
"Gm25228",120
"Gm9821",1952
"Gm22529",122
"Gm25054",96
"Mir6412",96
"Gm25664",106
"Gm22870",111
"Gm23568",91
"Gm22387",130
"Mir342",98
"Gm25985",106
"Mir6909",61
"Gm10271",15785
"Gm23083",115
"Gm10190",323
"Gm22159",129
"Gm24973",100
"Gm22903",101
"Gm24609",93
"Gm27887",101
"Gm23112",124
"Gm23564",66
"Gm25804",187
"Ins1",1133
"Snord45b",70
"Gm27931",128
"Gm24192",144
"Gm22660",129
"Mir433",123
"Proc",16441
"Gm44374",139
"Gm25437",131
"Mir692-3",108
"Mir16-1",92
"Mir6941",58
"Mir652",97
"Mir431",90
"Gm25800",133
"Gm44454",137
"Gm27894",91
"Mir669a-7",86
"Ppp1ca",3261
"A930035D04Rik",544
"Rnf14",21212
"n-R5s220",119
"Gm23931",108
"Gm27501",106
"Gm22238",87
"Gm23311",133
"Gm23562",61
"Mir496a",78
"Gm23787",72
"Gm23466",105
"Gm24648",131
"Gm25828",94
"Gm44327",116
"Mir6539",109
"Gm25290",143
"AC125149.5",1913
"Gm3286",3058
"Gm26320",305
"Gm26117",94
"Gm26378",106
"Gm24203",113
"Gm23833",251
"Gm10542",4754
"Gm23222",75
"Gm23641",100
"Gm22111",78
"Mir222",78
"Gm27903",125
"Mir6392",107
"Snord61",70
"Gm21953",588
"Gm47280",140
"Gm22984",121
"Gm22344",277
"Gm25802",76
"Gm26059",78
"Snord89",109
"Gm22463",100
"Gm22711",132
"Ndst1",27411
"Gm22775",119
"Gm26245",106
"Gm44462",128
"Gm25019",109
"Gm22160",327
"Gm25022",82
"Gm23026",105
"Gm25865",103
"Gm25795",131
"Gm24420",58
"Gm24665",128
"Gm26433",93
"Gm815",2714
"Gm22842",117
"Gm22324",113
"Gm24752",109
"Mir6999",60
"Gm24659",109
"Gm23543",105
"Gm27444",136
"Gm25269",103
"Eno1b",3043
"Gm24429",131
"Mir494",84
"Gm23540",163
"Gm24486",106
"Gm23448",103
"Gm24328",66
"Mir130c",81
"n-R5s167",120
"Gm23779",63
"Gm27775",57
"Gm23063",92
"Gm26439",105
"Gm26419",132
"Gm23691",106
"Gm23972",164
"Gm26084",103
"Gm25933",107
"Gm24749",342
"Gm23675",124
"Gm23952",108
"Gm27521",63
"Gm44310",125
"Gm26431",126
"Gm44481",83
"Kifc5b",15488
"Gm23687",78
"Mir5129",77
"Gm25326",106
"Mir343",74
"Mir465b-2",78
"Nubp2",3739
"Gm23185",84
"Gm24292",106
"Gm22671",133
"Gm24698",129
"Mir1933",87
"Gm27937",87
"Gm24298",59
"Gm27993",84
"Gm23262",167
"Gm26352",124
"Mir24-1",67
"Mir3473a",77
"Gm44372",120
"n-R5s90",117
"Snora81",177
"Lzts2",11928
"n-R5s65",116
"Gm23241",105
"Gm28008",185
"Gm26101",104
"Gm24914",312
"Gm24345",123
"Mir598",78
"Gm24262",143
"Gm22505",107
"Mir98",107
"Gm22828",106
"Gm24575",76
"Gm27591",67
"Gm27772",186
"Gm22208",109
"Gm47314",67
"Gramd3",71660
"Gm22235",109
"n-R5s196",116
"Gm25510",122
"Gm23581",62
"Mir30e",91
"Gm24623",193
"Gm23701",109
"Mir6390",128
"Mir5108",84
"Mir344",94
"Gm24835",110
"Gm23151",106
"Gm22638",106
"Gm22531",139
"Gm22113",103
"Gm25977",84
"Mir467a-2",82
"Mir6900",59
"Mir3109",87
"Gm23454",132
"Mir219c",59
"Mir7002",54
"Arl3",41976
"Gm23057",106
"Gm27592",125
"Gm27343",62
"Gm25897",106
"Gm23795",136
"Gm22246",106
"Sh3tc2",62640
"Gm22834",78
"Gm27471",66
"Gm24790",131
"Gm23417",82
"Gm22920",108
"Gm22997",106
"Gm24585",78
"Gm25543",311
"Gm22206",115
"Gm25388",150
"Gm25637",106
"Gm22070",106
"Mir802",96
"Mir8114",110
"Gm24401",90
"Tut1",12357
"Gm26040",160
"Gm25522",104
"Gm23821",105
"n-R5s30",121
"Mir881",77
"Gm23726",66
"9330161L09Rik",998
"Mir742",64
"Gm26280",100
"Gm26200",78
"Gm26400",84
"Gm22336",106
"Mir210",109
"Gm24265",140
"Gm23066",70
"Gm26346",328
"Gm25327",106
"Gm25202",190
"2900055J20Rik",722
"Gm23566",107
"Thada",276140
"Mir6370",119
"Gm22668",259
"Gm25291",143
"Gm22068",163
"4930546C10Rik",5508
"Gm22198",306
"n-R5s185",118
"Gm6563",868
"Mir139",67
"Gm23671",102
"Mir7080",66
"Gm23844",120
"n-R5s120",118
"Mir7240",57
"Gm22523",99
"Gm22021",106
"Gm26225",134
"Mir18b",82
"Gm25889",106
"Gm26602",284
"Aqp4",14290
"Gm47276",59
"Mir16-2",94
"Gm22386",128
"Mir8105",88
"Gm22155",161
"Gm22495",125
"Mir6366",81
"Gm21616",497
"Gm25987",106
"Gm10269",371
"Gm26227",100
"n-R5s101",118
"Mir297c",97
"Gm25698",106
"Gm27702",55
"Gm23076",78
"Gm10912",1660
"Gm24120",128
"Gm22726",178
"Gm6378",443
"Gm22777",128
"Gm22633",106
"Mir672",99
"Gm23765",146
"Pcsk5",404800
"Gm23984",202
"Rock1",117391
"Gm21764",542
"Gm23786",118
"Gm23437",126
"Mir1839",72
"Gm23805",106
"Mir682",95
"Gm26321",241
"n-R5s171",78
"Gm24463",71
"Gm25925",305
"Gm22032",115
"Gm24485",66
"Mir669d-2",85
"Gm27883",101
"Gm24890",101
"Gm24806",89
"Gm23266",133
"Gm44347",107
"Gm26098",287
"Mir7211",62
"Rnu73b",70
"Gm25820",126
"Gm26374",78
"Gm27722",75
"Mir219a-2",96
"Gm44393",137
"Snord13",103
"Gm25649",109
"Mir568",82
"n-R5s162",118
"Mir6358",100
"Gm44458",142
"Gm22494",127
"Gm26381",91
"Gm24141",114
"Gm22819",302
"Gm27403",213
"Gm25659",36
"Gm27743",125
"Mir297a-3",101
"Gm27611",107
"Mir6983",63
"Gm44457",75
"Gm22127",105
"Gm27335",96
"Gm24294",276
"Gm24689",103
"n-R5s71",118
"Srbd1",160510
"Gm24044",155
"Mir33",68
"Gm22536",133
"Gm22795",117
"Nkx2-2os",457
"n-TStga1",108
"Mir669p-1",86
"Gm27942",100
"Atp8b1",132021
"Gm23144",106
"Gm23103",106
"Mir6359",80
"Gm27700",80
"Gm22947",90
"Gm24073",105
"Mir6997",70
"Gm10491",142
"Gm25319",324
"Gm27360",79
"Mir5625",79
"Gm23082",132
"Gm25665",109
"Gm26243",106
"Gm23238",163
"Gm26001",102
"Gm23653",96
"Gm23034",146
"Gm22522",150
"Gm25602",61
"Gm23657",293
"Gm23777",258
"Gm44299",88
"Gm22606",102
"Mir5117",83
"Gm22764",91
"Prelid2",75498
"Snora61",129
"Gm23247",106
"Gm27608",161
"Wdr55",3469
"Gm22771",90
"Gm23010",125
"Mir6420",101
"Mir5621",62
"Gm22211",155
"Gm23390",105
"Gm24393",96
"Rnu1a1",163
"Gm24299",70
"Gm25725",129
"Gm25240",124
"Snord50b",71
"Snord11",83
"Gm27502",198
"Mir8099-1",126
"Gm23060",108
"Mirt2",284
"Gm22282",311
"Gm25000",113
"Gm22449",78
"Gm25131",150
"Gm22202",310
"Mir544",77
"Gm24921",106
"Gm27313",141
"Gm94",15682
"Gm24591",111
"Mir6899",63
"Mir7232",73
"Gm44328",74
"Dynap",4155
"Mir6341",120
"Gm25855",71
"Mir19a",81
"Mir467a-10",82
"Gm22862",120
"Gm26285",106
"Mir6927",70
"Gm23706",81
"Gm27980",168
"Gm17420",167
"Gm23382",103
"AC132444.3",1912
"Gm22741",164
"Gm24167",123
"Gm23444",190
"Gm22186",121
"Gm10172",558
"Ldlrad4",322292
"Gm22083",101
"Gm23600",70
"Mir6996",60
"Gm21830",19361
"D130007C19Rik",1505
"Gm24535",106
"Gm23848",105
"Gm24027",78
"Catsperz",2954
"Gm10617",1172
"Gm26116",76
"Mir361",69
"Gm25654",87
"AC124606.2",3071
"Gm23956",118
"Gm23297",126
"Gm24035",106
"Mir7683",60
"Gm24150",103
"Gm10571",1639
"Mir7238",42
"Cnih2",5547
"Cdkl4",40284
"Gm22729",128
"n-R5s197",118
"n-R5s189",113
"Gm22148",106
"Akap8l",29156
"Gm25671",104
"Mir99b",69
"Tmem200b",1369
"Mir3073b",59
"Gm24409",151
"Polr2d",7483
"Mir763",119
"Gm22042",164
"Gm25369",131
"Mir5618",50
"Gm22290",106
"Snord78",65
"Mir6960",60
"Kcnk12",52157
"Gm23652",106
"Gm24948",206
"Mir7-2",96
"Mir6936",53
"Gal3st3",10407
"Wdr7",281065
"Mir3070b",88
"Gm25347",120
"Gm23814",101
"Gm24482",92
"Mir6355",105
"Gm24962",108
"Gm25699",166
"Gm26108",190
"Gm22822",106
"Gm24193",120
"Lipa",35156
"Gm27288",79
"Mir466b-1",81
"Gm23857",110
"Gm25053",132
"Gm23744",148
"Slc30a10",13914
"Gm27435",87
"Rnu2-10",190
"Gm24782",131
"Gm26065",104
"Gm10549",8285
"Gm27552",61
"Gm23949",126
"Gm23305",78
"Gm24867",106
"Gm24769",128
"Gm22748",135
"Ccdc88b",13588
"Gm26238",116
"Gm22242",117
"Cdc42ep2",7260
"Cxxc5",31869
"n-R5s84",108
"Gm44325",76
"Gm47315",144
"Gm22471",129
"Gm10719",4185
"Gm23137",106
"Gm25677",71
"Gm25826",136
"Mettl4",22812
"Gm27679",83
"Gm23482",121
"Gm25138",135
"Gm24895",73
"Gm27528",204
"Gm27828",118
"Gm25922",129
"Mir7-1",107
"Nacc1",17379
"Gm22549",106
"Gm22126",141
"Gm25876",118
"Gm26057",164
"Gm25622",103
"Gm25636",132
"Gm25902",317
"Plcb3",16045
"Usmg5",7154
"Rny3",101
"Ablim3",112457
"Gm27410",114
"Gm4883",527
"Gm24588",82
"Gm25535",124
"Zadh2",9356
"Mir7023",63
"Mir8091",138
"Gm27396",57
"Gm9945",931
"Mir3964",73
"Gm25485",131
"Gm22295",106
"Gm23387",106
"Snord14d",85
"Gm10580",399
"Gm5447",1772
"Rnu1b6",165
"Mir466b-2",81
"Gm23117",107
"Mir5112",59
"Kiss1",8026
"Mir705",81
"Gm24993",90
"Gm23587",83
"Cldn34a",635
"Gm25410",136
"Mir1956",64
"Gm25396",132
"Gm22713",129
"Mir684-2",85
"Gm22625",125
"Gm25661",295
"Gm23294",163
"Mir15a",83
"Gm44409",165
"Gm25864",91
"Mir718",87
"Pik3ap1",110852
"Gm25518",106
"Ppp1r14b",2276
"Gm25214",128
"Mir7239",56
"Gm25316",117
"Gm26457",77
"Gm22146",287
"Gm23953",93
"Atp6v1e2",3778
"Gm22956",79
"Gm26109",69
"Gm24416",113
"Gm25656",65
"Nfatc1",106866
"Mir7229",52
"Mir7005",68
"Gm22720",86
"Gm22218",58
"Zfp521",285720
"Snord1c",75
"Tmem138",6884
"Snord116l12",93
"Gm25836",122
"Sh3pxd2a",204237
"Gm26153",126
"Gm47297",137
"Gm25288",264
"Trpt1",2913
"Gm25542",93
"Gm22429",129
"Lars",59772
"Epcam",15127
"Gm26215",138
"Gm25693",84
"Mir328",96
"Fam122a",854
"Gm24586",88
"4930465K10Rik",1239
"Mir8117",106
"Gm22165",102
"Gm25367",105
"Gm10780",288
"Gm22171",109
"Gm22967",238
"Gm25426",169
"Gm24741",105
"Gm22817",355
"Gm25273",114
"Gm22925",101
"Gm24979",125
"Lemd2",14837
"Ffar4",17184
"Haus1",10213
"Gm23922",78
"Cyp26a1",3720
"Gm23699",134
"Gm26105",189
"Gm25246",68
"Gm24726",120
"Mir1936",92
"Gm23467",158
"Gm23166",100
"Mir698",108
"Gm27599",173
"Gm25130",155
"Mir1931",118
"Snx2",44495
"Gm23095",106
"Gm25254",103
"Gm25379",113
"Mir208b",76
"3110021N24Rik",62255
"Gm26050",62
"Gm22194",94
"Gm25256",106
"Mirlet7e",92
"Gm25445",298
"Gm25408",132
"Gm25588",139
"n-R5s165",99
"Gm27265",76
"Gm22050",78
"AC149090.1",7500
"Mir5623",69
"Mir1960",77
"Mir6976",62
"Gm24313",132
"Gm25119",87
"Slc25a28",11059
"Gm22310",115
"Mfsd7a",7837
"Slc14a2",62154
"Kat5",7077
"Pdcd4",37630
"Exoc6",132827
"Gm22825",100
"Gm27493",77
"Gm22438",131
"Gm23068",292
"Mir6910",65
"Mir5123",82
"n-R5s51",122
"Gm24531",99
"Mir344g",70
"Gm27970",406
"Gm22944",132
"Gm23463",98
"Gm23785",95
"Gm26014",131
"Gm23169",111
"Gm25593",95
"Gm26395",131
"Mir679",73
"Mir27b",72
"4921501E09Rik",3915
"Mir206",72
"Scd1",13258
"Gm22220",148
"Mir466f-1",93
"Gm25193",96
"Gm24275",145
"Mir879",75
"Gm24513",137
"Gm24125",136
"Gm22986",129
"Gm17651",1663
"Gm24555",123
"Mir6371",110
"Gm25799",106
"Gm24330",75
"Gm25909",120
"Ints5",4903
"Gm26391",118
"Gm26897",650
"Gm24512",64
"Gm25412",106
"Mir3963",70
"Gm25644",106
"Gm25055",75
"Mir669a-4",86
"Gm25774",120
"Gm25135",142
"Mpeg1",4505
"Gm25631",129
"Gm25470",110
"Zfp967",11423
"Snora62",148
"Gm23663",79
"Pnliprp1",15282
"Mir3962",63
"Foxb2",1514
"Gm24615",112
"Mir188",67
"Gm24901",109
"Gm10972",488
"Gm27374",80
"AC125149.4",1915
"Gm25325",85
"Gm10198",71
"n-R5s15",110
"Gm22483",273
"Dpp3",21058
"Gm22520",128
"Gm22756",106
"Add3",106954
"Tmem252",5653
"4930507D05Rik",1833
"Yipf4",10784
"Mir130b",81
"Scd3",40728
"Gm22119",98
"n-R5s92",118
"Mrto4-ps2",548
"Gm24986",131
"Gm27753",202
"Gm23287",115
"Gm3550",1655
"Rnf125",39223
"Gm23494",125
"Gm5519",2163
"Mir148b",96
"Gm44329",111
"Gm23672",106
"Gm24761",126
"Gm23755",342
"Mir6932",57
"Gm24281",135
"Gm25554",112
"Gm22249",135
"Gm21411",17184
"n-R5s102",118
"Gm9747",2821
"Gm25260",133
"Ctxn2",11147
"Gm25505",245
"Gm26399",109
"Gm25401",105
"Gm25945",134
"Gm25132",106
"Gm24873",106
"Gm25176",124
"Gm22677",107
"Srsy",1617
"Gm25787",91
"Gm24207",107
"Gm10160",261
"Gm27910",106
"n-R5s80",110
"Mir6391",103
"Gm10720",1556
"Gm22035",227
"AC163611.1",2733
"Gm21725",542
"Gm25072",234
"Gm23793",116
"Gm11172",79
"Gm24765",102
"Mrpl49",4121
"Gm24804",84
"Mir717",108
"n-R5s27",118
"Ctsw",3258
"E130116L18Rik",305
"Mir125b-1",76
"Mir10a",109
"Gm10689",431
"Gm26072",106
"Snord85",72
"Gm23573",106
"Gm24500",123
"Gm10736",77
"4632433K11Rik",1128
"Gm23692",159
"Mir467a-8",82
"Gm22895",307
"AC140365.1",4221
"Mir378b",91
"Gm23829",269
"Gm22060",106
"4930519P11Rik",500
"Gm23172",123
"Gm23064",100
"Spin2e",704
"n-R5s216",111
"Cd74",8798
"Gm22510",78
"Snx24",145161
"Mir3073a",84
"Fkbp2",2720
"Gm23515",106
"Gm25099",115
"Gm26405",99
"6030445D17Rik",1727
"AC165294.1",2508
"Gm2174",401
"Mir7015",63
"Gm22516",123
"Gm24781",116
"Snord23",108
"Ighv5-8",277
"Gm25911",55
"Gm25350",93
"Gm22361",175
"Mtpap",21738
"Gm10065",344
"Mir143",62
"Gm26348",239
"Gm25430",288
"Gm25450",106
"Gm23099",138
"Gm24530",287
"Mir6237",90
"Gm26284",78
"Shtn1",102711
"Gm22875",125
"Gm25377",128
"Gm25832",129
"Gm24708",102
"Gm25274",134
"Cep78",29215
"Mir5619",60
"n-R5s192",118
"Gm17268",10338
"Mir6987",72
"Gm24336",145
"Gm22724",126
"Mir1949",69
"Gm26454",106
"Mir6938",62
"Mir187",60
"Mir543",75
"Gm27855",127
"Gm23927",215
"Gm24045",97
"Gm25493",102
"Gm22254",109
"Sart1",11180
"Gm24783",99
"Mslnl",12290
"Gm24271",110
"Mir7085",65
"Gm26323",174
"Mir669f",120
"Gm47290",100
"Mir28b",79
"Mir6419",112
"Gm23118",186
"Gm22747",106
"Mir7012",63
"Gm24933",109
"Gm25785",124
"Gm26335",106
"Gm26278",131
"Gm11168",3602
"n-R5s37",117
"Gm25200",129
"Srfbp1",25045
"Gm23846",106
"Mir8090",135
"Gm26473",126
"Gm24370",101
"Gm26270",93
"Mir7226",59
"Gm26384",109
"Pank1",68561
"Rprl2",289
"Gm23435",155
"Gm22693",441
"Gm24982",131
"Mir214",109
"Gm23263",75
"Gm24543",81
"Gm27392",100
"Gm24440",62
"Gm22140",119
"Gm11037",718
"Gm47305",69
"Gm22885",106
"Gm26416",133
"Gm23358",109
"Gm24378",105
"Gm25422",128
"Gm24569",103
"Mc2r",22344
"Gm24940",107
"Gm25169",128
"Gm26474",121
"Gm25283",76
"Gm25164",115
"Gm24418",78
"Gm10330",1353
"Ap5b1",3187
"Gm25720",104
"Mir127",69
"Gm24843",75
"Pmaip1",6946
"Mir615",91
"Gm27336",55
"Gm24495",78
"AC123873.2",3084
"Gm28033",95
"Gm27749",124
"Mir509",74
"Gm24391",101
"Gm25360",190
"Gm24241",144
"Mir547",77
"Gm25775",120
"Mir3572",85
"Gm25603",104
"Gm22811",153
"Snord53",77
"Gm44351",94
"Gm10812",547
"Gm23352",63
"Snora69",130
"Cxxc1",5360
"Gm24098",108
"Csf2ra",4016
"Gm27659",97
"Mir7578",81
"Gm24233",121
"Gm22791",144
"Mir3970",89
"Fam196b",107818
"Gm10702",1269
"Mir6244",116
"Gm22851",93
"Zbtb7c",328383
"Gm25263",99
"Gm23506",106
"Mirlet7g",87
"Mir669a-3",108
"Mir3074-1",84
"Gm26413",126
"Mir5124b",84
"Mir7681",71
"Gm22675",103
"Mir344b",62
"Gm25489",140
"Gm22143",202
"Mir6978",56
"Gm25814",106
"Gm22755",99
"Gm25569",130
"Gm24715",94
"Gm17631",1744
"Gm25737",106
"Gm5965",632
"Gm23423",105
"Gm26139",106
"Gm27373",183
"Gm22169",106
"Mir467g",119
"Gm24711",93
"Tigd3",2968
"Gm24573",111
"Snord107",69
"Mir1306",78
"Vmn1r186",902
"Gm25295",305
"Gm22667",327
"Gm24371",266
"Gm27977",110
"Gm25648",78
"Gm23303",151
"Gm26461",289
"Mir667",91
"Gm27507",92
"Gm7735",158
"Cyb561a3",11094
"Taf5",15731
"Sac3d1",2582
"Gm25597",93
"Gm23320",126
"Gm22892",104
"Gm22961",105
"Gm27892",105
"n-R5s121",118
"Gm23715",105
"Mir1928",66
"Gm26259",96
"Gm26620",816
"Gm22733",90
"Rbbp8",109931
"Gm25187",132
"Gm26076",104
"Mir804",94
"Mir6481",109
"Gm22902",301
"Gm27365",176
"Gm25630",161
"Gm24415",106
"Gm25289",118
"Gm21746",542
"Cyp4f37",14865
"Gm10772",254
"Gm23331",107
"Gm44334",111
"Gm23536",133
"Gm27342",108
"Gm23646",100
"Gm44390",143
"Scarna3a",139
"Gm23593",119
"Mir7660",62
"Gm25344",131
"Gm44494",128
"Gm9958",1283
"Gm20730",579
"Gm24734",261
"Gm22710",124
"Mir3966",84
"Calhm3",6155
"Gm24176",120
"Mir3475",64
"Gm22539",116
"Gm22205",70
"Mir300",78
"Gm26184",130
"Gm5239",368
"Fads3",18123
"Gm25806",121
"Cd5",20831
"Gm27405",111
"Gm27300",96
"Gm25944",93
"Gm10521",2573
"Gm22258",93
"Gm24578",128
"Gm22090",110
"Mir8096",126
"Spin2-ps6",524
"Gm24664",99
"Gm22098",84
"Mir7651",63
"Mir7018",84
"Gm11114",87
"Mir136",61
"Mir669a-12",86
"Gm10135",8894
"Gm25079",202
"Gm23229",104
"Gm25898",105
"Mir6940",69
"Gm16503",3282
"Gm23476",273
"n-R5s193",108
"Gm23087",75
"Gm44297",140
"Gm25252",119
"Gm25646",78
"Mir6416",116
"n-R5s214",120
"Gm22790",128
"Gm23518",152
"Gm26272",131
"Snora24",129
"Gm23130",73
"Gm25901",129
"Gm25335",102
"Gm26476",312
"Mbl2",6757
"Mir493",82
"Gm23782",119
"Gm24696",133
"Gm23723",131
"Gm6594",287
"n-R5s96",123
"n-R5s76",112
"Mir8102",138
"Gm22158",125
"Gm24920",84
"Gm26004",115
"Gm6741",1329
"Gm25811",100
"Gm23759",267
"Gm22217",312
"Mir7119",58
"Snord19",75
"Gm25534",124
"4930518I15Rik",1330
"Mir6957",63
"Gm27792",114
"Gm26064",108
"Gm25736",100
"Gm24080",231
"Gm25049",72
"Gm25279",132
"Rnu1b1",164
"Gm22075",191
"Gm9806",556
"Gm26143",107
"Gm25571",101
"Mir6901",61
"Gm25658",127
"Gm22271",127
"Gm25819",83
"Gm44370",111
"Gm23013",105
"Gm27585",198
"Gm24602",62
"Dlx6os1",145
"Gm22820",328
"Gm25203",214
"Gm25113",142
"Gm26355",104
"Mir6950",72
"Gm24145",162
"Gm24525",150
"Gm23591",285
"Gm24702",78
"Gm22815",61
